cust_id,총구매액,구매건수,평균구매액,최대구매액,구매상품종류1,내점일수,구매주기,봄-구매비율,여름-구매비율,가을-구매비율,겨울-구매비율,환불금액,환불건수,내점당구매액,내점당구매건수,주구매상품,주구매지점,구매 추세 기울기,화장품구매주기,식료품구매액비율,평균식료품구매액분위,고가상품구매율,베스트셀러구매비율,환불비율,스타킹구매건수,고객등급,평일방문비율,평균대비구매비중,주환불상품,남성포함상품구매건수,여성키워드상품구매건수,다양한 매장 방문,가격선호도,라이프 스타일(평균),라이프 스타일(건수),주구매 요일,선호방문계절,선호방문월,행사상품구매수,저가상품구매율,요일 간 구매건수 편차,충동지수,남성용품구매건수,여성용품구매건수,하루 최고 구매 건수,만족도 떨어지는 제품 총 구입금액,만족도 떨어지는 제품 총 구매건수,가성비 제품 총 구입금액,휴면일수,취미용품 구매비율,아동용품 구매건수,명절식품비용,발렌타인,화이트,단독상품군구매율,구매액표준편차,중복구매배수,의류_거래율(의류+식품+생활잡화),패션_대비_남성상품_거래율,패션_대비_여성상품_거래율,전체방문_중_환불방문(표준화),월_재방문율,시즌 마감 방문비율,상반기 구매비율,구매 추세,주구매지점재방문률,내점시마다 구매액의 일관성
2411,4135600,9,459511,1250000,6,4,30,0.444444444,0,0,0.555555556,,,1033900,2.25,기타,잠실점,-0.24,0,0.065286778,3,0.11,0.444444444,0,,수면고객,0.777777778,2.857604405,,,1,1,1,남성의류,기타,화,fall,1,,0.44,0.444444444,0.25,1,0,4,,0,2672000,220,0,0,0,0,0,0.444444444,560065.9726,1.5,0.25,0.333333333,0.333333333,-0.485358794,0.181818182,1.75,1,-1,88.89,3.53126E+11
2412,14640000,5,2928000,11130000,4,5,21,0.4,0,0,0.6,8500000,1,2928000,1,스포츠,잠실점,-0.16,0,0,,0.8,0.2,0.2,,수면고객,1,10.11590301,아웃도아,,1,1,3,여성의류,예체능,수,fall,1,,0.2,0.4,0.2,0,1,1,,0,3510000,255,0.25,0,0,0,0,0.6,7611620.721,1.25,1,0.4,0.4,1.702567074,0.090909091,0,1,-1,80,4.63494E+13
2413,17130900,6,2855150,9875000,4,3,66,0.166666667,0.666666667,0.166666667,0,,,5710300,2,시티웨어,영등포점,-0.01,0,0,,0.67,0.666666667,0,,수면고객,1,11.83705757,,,1,1,3,의류,의류,수,summer,6,,0.17,0.666666667,0.333333333,0,0,4,10270000,2,13155900,88,0,1,0,0,0,0.5,3715976.521,1.5,1,0,0.4,-0.485358794,0,0,0.833333333,-0.666666667,83.33,1.61569E+13
2414,9545000,12,795417,3320000,7,7,23,0,0.583333333,0.416666667,0,,,1363571.429,1.714285714,가공식품,잠실점,0.15,,0.266946045,5,0.08,0.416666667,0,,수면고객,0.416666667,6.595375288,,,,2,2,남성의류,식품,토,summer,6,,0.33,0.5,0.142857143,0,0,4,,0,2890000,44,0,0,0,0,0,0.333333333,1079145.492,1.714285714,0.142857143,0,0,-0.485358794,0.272727273,0.714285714,0.416666667,0.166666667,66.67,1.14177E+12
2415,106409240,22,4836784,41170000,15,9,39,0,0.318181818,0.227272727,0.454545455,,,11823248.89,2.444444444,가공식품,잠실점,0.34,,0.006746783,2,0.41,0.363636364,0,,수면고객,0.318181818,73.52633546,,2,2,2,3,가전,식품,일,fall,12,,0.32,0.409090909,0.111111111,3,0,5,,0,3204140,1,0.227272727,0,0,0,0,0.318181818,11709194.6,1.466666667,0.25,0.75,0,-0.485358794,0.090909091,1.111111111,0.136363636,0.727272727,86.36,6.08136E+14
2416,18570000,3,6190000,8800000,2,3,32,0.333333333,0,0,0.666666667,,,6190000,1,디자이너,잠실점,-0.08,,0,,1,0.666666667,0,,수면고객,1,12.83144255,,,1,1,4,명품,명품,화,fall,5,,0,0.666666667,0.333333333,0,2,1,17490000,2,17490000,244,0,0,0,0,0,0.333333333,4425731.578,1.5,0,0,0,-0.485358794,0.090909091,0.666666667,1,-1,66.67,1.30581E+13
2417,266566500,184,1448731,93750000,72,64,5,0.27173913,0.190217391,0.298913043,0.239130435,117194900,8,4165101.563,2.875,가공식품,잠실점,1.62,,0.092595656,5,0.32,0.364130435,0.043478261,,1등급고객,0.755434783,184.1913155,어덜트,2,5,2,2,예체능,식품,토,fall,12,2,0.39,0.179347826,0.015625,24,18,10,9648600,3,178315000,9,0.113636364,6,0,0,0,0.010869565,11595805.98,2.555555556,0.343137255,0.348484848,0.151515152,0.369299748,1,0.75,0.413043478,0.173913043,78.8,6.24747E+14
2418,75643340,52,1454680,19000000,27,26,12,0.326923077,0.307692308,0.269230769,0.096153846,96000,2,2909359.231,2,기타,잠실점,0.12,,0.0654359,4,0.21,0.538461538,0.038461538,,2등급고객,0.480769231,52.26780674,캐릭터 남화,1,,2,2,여성의류,식품,토,fall,8,,0.46,0.384615385,0.038461538,1,7,5,22650000,4,26970340,20,0,5,0,0,0,0.173076923,3711500.542,1.925925926,0.206896552,0.272727273,0.545454545,-0.064603819,1,0.269230769,0.423076923,0.153846154,96.15,2.43606E+13
2419,145867900,54,2701257,21250000,29,30,11,0.203703704,0.203703704,0.388888889,0.203703704,,,4862263.333,1.8,골프,본  점,0.2,126,0.011753785,5,0.5,0.166666667,0,,2등급고객,0.685185185,100.7913612,,5,6,2,3,남성의류,예체능,수,fall,11,3,0.11,0.12962963,0.033333333,15,6,4,,0,97731900,19,0.351851852,5,0,0,0,0.12962963,4516612.297,1.862068966,0.5625,0.657894737,0.236842105,-0.485358794,1,0.5,0.407407407,0.185185185,75.93,3.11439E+13
2420,286500,5,57300,110000,4,2,16,1,0,0,0,,,143250,2.5,모피/피혁,노원점,-0.09,,0.127399651,1,0,0.4,0,,수면고객,1,0.197964905,,,,2,1,예체능,식품,화,spring,4,2,0.6,0.8,0.5,0,2,4,,0,36500,265,0,0,0,0,0,0.6,40049.34456,1.25,0.5,0,1,-0.485358794,0.090909091,0,1,-1,60,14220562500
2421,469977580,471,997829,50092500,81,37,9,0.280254777,0.201698514,0.135881104,0.382165605,13578400,2,12702096.76,12.72972973,기타,분당점,-2.47,0,0.120801869,4,0.11,0.501061571,0.004246285,,1등급고객,0.8492569,324.7436896,직수입 골프의류,5,5,1,2,남성의류,식품,목,fall,2,2,0.54,0.18895966,0.027027027,59,2,24,,0,325705870,2,0.070362473,0,1683330,0,0,0.014861996,4155385.894,5.814814815,0.03125,0.906976744,0.069767442,-0.189693136,1,4.432432432,0.624203822,-0.248407643,99.79,3.17017E+14
2422,4900350,3,1633450,4536000,2,2,25,0.666666667,0,0,0.333333333,,,2450175,1.5,커리어,잠실점,-0.07,,0.063730142,5,0.33,0.333333333,0,,수면고객,0.666666667,3.386029051,,,,1,2,의류,기타,월,spring,4,,0.33,0.666666667,0.5,0,0,2,,0,364350,273,0,0,0,0,0,1,2517047.853,1.5,0,0,0,-0.485358794,0,0,1,-1,66.67,4.35067E+12
2423,95932200,14,6852300,41363200,10,6,33,0,0.214285714,0.357142857,0.428571429,,,15988700,2.333333333,기타,잠실점,0.38,0,0,,0.71,0.214285714,0,,수면고객,0.571428571,66.28694198,,2,2,2,4,예체능,기타,토,fall,12,,0,0.428571429,0.166666667,2,2,3,,0,60796200,3,0.071428571,0,0,0,0,0.714285714,12995095.78,1.4,0.8,0.285714286,0.285714286,-0.485358794,0.090909091,0.5,0.214285714,0.571428571,71.43,2.93535E+14
2424,16784600,10,1678460,9812000,8,5,28,0.3,0.1,0,0.6,,,3356920,2,가공식품,본  점,-0.26,,0.07510456,5,0.2,0.4,0,1,수면고객,0.7,11.59777224,,,,1,2,명품,명품,화,fall,2,1,0.2,0.5,0.2,2,2,5,9812000,1,11172600,182,0.1,0,0,0,0,0.6,2978661.91,1.25,0.25,0.5,0.25,-0.485358794,0.090909091,0,0.9,-0.8,90,1.23816E+13
2425,47964200,77,622912,6877000,43,21,16,0.25974026,0.298701299,0.025974026,0.415584416,17123000,5,2284009.524,3.666666667,기타,청량리점,-0.64,23,0.058886628,3,0.32,0.454545455,0.064935065,,2.5등급고객,0.38961039,33.14215814,상품군미지정,4,3,2,2,예체능,식품,토,fall,1,6,0.43,0.311688312,0.047619048,4,4,13,12579600,10,34079750,7,0.013888889,3,0,0,0,0.142857143,2038294.069,1.790697674,0.295454545,0.181818182,0.454545455,1.077445397,0.636363636,1.761904762,0.662337662,-0.324675325,61.04,1.23058E+13
2426,62752680,48,1307348,21760000,18,15,22,0.104166667,0.0625,0.604166667,0.229166667,,,4183512,3.2,기타,일산점,0.94,30,0.028675269,2,0.25,0.6875,0,,3등급고객,0.8125,43.36065741,,,9,1,2,명품,식품,월,fall,11,,0.48,0.583333333,0.066666667,0,0,9,,0,40684080,14,0,0,0,0,0,0.0625,3526274.439,2.666666667,0.08,0,0.75,-0.485358794,0.818181818,1.133333333,0.208333333,0.583333333,97.92,2.89149E+13
2427,47822380,56,853971,22100000,21,31,10,0,0.428571429,0.392857143,0.178571429,,,1542657.419,1.806451613,가공식품,잠실점,0.31,,0.132667592,4,0.11,0.75,0,,2등급고객,0.821428571,33.04416378,,,,1,2,생활용품,식품,목,fall,10,1,0.45,0.214285714,0.032258065,0,0,4,10389600,4,24490280,25,0,2,3968000,0,0,0.053571429,3131340.538,2.666666667,0.022222222,0,0.666666667,-0.485358794,0.636363636,0.709677419,0.25,0.5,98.21,1.6554E+13
2428,14731800,14,1052271,14393400,5,1,0,0,0,0,1,,,14731800,14,가공식품,본  점,0.54,,0.022224032,1,0.07,0.857142857,0,,2.5등급고객,1,10.1793347,,,1,1,2,가전,식품,월,fall,12,2,0.86,1,1,0,0,14,,0,14726800,14,0,0,0,0,0,0.142857143,3839917.16,2.8,0,0,0,-0.485358794,0,0,0,1,92.86,0
2429,418006700,541,772656,61870000,72,136,2,0.25323475,0.304990758,0.236598891,0.205175601,110000,1,3073578.676,3.977941176,농산물,본  점,0.4,35,0.353833037,5,0.05,0.767097967,0.001848429,,vip고객,0.878003697,288.8330078,굴비류,,10,1,2,가전,식품,수,fall,8,10,0.47,0.144177449,0.007352941,5,9,10,,0,278202770,0,0.007407407,0,963000,0,1,0.011090573,3792226.641,7.513888889,0.002325581,0.125,0.5625,-0.404920343,1,1.367647059,0.465804067,0.068391867,99.82,5.517E+13
2430,140774790,106,1328064,18040000,52,40,8,0.264150943,0.339622642,0.311320755,0.08490566,874000,2,3519369.75,2.65,시티웨어,분당점,0.83,63,0.031514805,4,0.23,0.537735849,0.018867925,,1등급고객,0.679245283,97.27213947,시티웨어,,5,1,2,화장품,의류,월,fall,11,13,0.36,0.160377358,0.025,3,9,13,5592600,2,107892930,9,0.019230769,1,0,0,0,0.066037736,2656706.995,2.038461538,0.602564103,0.076923077,0.25,-0.21186806,1,0.875,0.339622642,0.320754717,99.06,1.90148E+13
2431,81711000,43,1900256,13500000,25,27,13,0.302325581,0.255813953,0.255813953,0.186046512,6000000,1,3026333.333,1.592592593,골프,부산본점,0.07,,0.017482346,4,0.42,0.279069767,0.023255814,,2등급고객,0.674418605,56.46042014,L/C골프의류,3,3,2,2,예체능,식품,금,fall,7,,0.23,0.302325581,0.037037037,10,6,4,,0,63893200,8,0.166666667,2,4302800,0,0,0.093023256,3619379.932,1.72,0.269230769,0.611111111,0.166666667,-0.080187337,1,0.259259259,0.465116279,0.069767442,95.35,1.854E+13
2432,45600000,1,45600000,45600000,1,1,0,0,0,0,1,,,45600000,1,가구,분당점,0.04,,0,,1,0,0,,신규고객,0,31.50855036,,,,1,5,가전,가전,일,fall,12,,0,1,1,0,0,1,,0,,8,0,0,0,0,0,1,,1,0,0,0,-0.485358794,0,1,0,1,0,0
2433,117266870,562,208660,10500000,93,46,7,0.215302491,0.225978648,0.339857651,0.21886121,291000,3,2549279.783,12.2173913,기타,광주점,2.34,48,0.356504783,3,0.02,0.679715302,0.005338078,2,1등급고객,0.84341637,81.02870786,이지캐주얼,1,8,1,1,아동용품,식품,금,fall,11,13,0.63,0.229537367,0.02173913,0,11,25,,0,68227510,2,0.007155635,2,1307510,0,0,0.014234875,757191.8448,6.043010753,0.066193853,0.233333333,0.4,-0.009722736,1,4.195652174,0.402135231,0.195729537,99.82,7.20445E+12
2434,61806900,25,2472276,10128000,16,11,27,0.32,0.44,0.16,0.08,90000,1,5618809.091,2.272727273,시티웨어,강남점,-0.06,47,0,,0.6,0.32,0.04,,3등급고객,0.72,42.7071452,스포츠화,1,3,2,3,명품,의류,목,summer,7,3,0.12,0.28,0.090909091,3,4,4,21602000,4,50246100,50,0.166666667,1,0,0,0,0.36,2991898.91,1.5625,0.888888889,0.294117647,0.235294118,0.509152964,0.454545455,0.363636364,0.4,0.2,64,1.14424E+13
2435,1820000,3,606667,1120000,2,3,35,0,0.333333333,0,0.666666667,,,606666.6667,1,화장품,영등포점,-0.07,35,0,,1,1,0,,수면고객,1,1.257578106,,,3,1,2,화장품,화장품,금,fall,2,,0,0.666666667,0.333333333,0,0,1,,0,1820000,206,0,0,0,0,0,0,444559.7073,1.5,0,0,1,-0.485358794,0,0.666666667,1,-1,66.67,1.31756E+11
2436,2069200,5,413840,1896000,4,2,27,0.2,0.8,0,0,,,1034600,2.5,차/커피,본  점,0,,0.083703847,1,0,0.8,0,,수면고객,1,1.42976957,,,,2,1,가전,식품,월,summer,7,1,0.6,0.8,0.5,0,0,4,,0,173200,168,0.2,0,0,0,0,0.4,829755.4628,1.25,0,0,0,-0.485358794,0,0.5,0.2,0.6,60,7.4201E+11
2437,38801000,8,4850125,14125000,6,5,67,0.375,0,0.125,0.5,,,7760200,1.6,화장품,부산본점,-0.12,111,0.01842736,5,0.75,0.75,0,,수면고객,1,26.81059786,,1,5,1,3,남성의류,화장품,목,fall,3,,0,0.375,0.2,1,1,3,,0,23161000,6,0,0,0,0,0,0.375,4573911.594,1.333333333,0.666666667,0.142857143,0.714285714,-0.485358794,0.090909091,0.8,0.75,-0.5,87.5,2.539E+13
2438,7141840,27,264513,6125000,12,3,27,0.925925926,0,0,0.074074074,,,2380613.333,9,가공식품,부산본점,-0.52,,0.039491224,1,0,0.666666667,0,,3등급고객,1,4.934847046,,,,2,1,의류,식품,화,spring,3,,0.89,0.925925926,0.333333333,0,0,14,,0,7115840,237,0,0,0,0,0,0.111111111,1175041.881,2.25,0.1,0,0,-0.485358794,0.090909091,0,1,-1,48.15,8.37526E+12
2439,262978400,46,5716922,85800000,26,25,12,0.152173913,0.152173913,0.456521739,0.239130435,1248000,1,10519136,1.84,캐주얼,잠실점,0.27,,0,,0.48,0.195652174,0.02173913,,2등급고객,0.586956522,181.712021,유아복,4,,1,4,명품,의류,수,fall,11,,0.11,0.260869565,0.04,7,9,5,177804000,9,221878400,8,0.044444444,3,0,0,0,0.065217391,13237296.5,1.769230769,0.75,0.615384615,0,-0.04777362,0.636363636,0.88,0.413043478,0.173913043,97.83,2.72598E+14
2440,166455210,65,2560849,46667000,42,27,12,0.107692308,0.523076923,0.107692308,0.261538462,5975000,2,6165007.778,2.407407407,기타,영등포점,0.4,63,0.007671073,2,0.43,0.4,0.030769231,,2등급고객,0.430769231,115.0167186,상품군미지정,7,6,2,3,가전,식품,일,summer,7,1,0.34,0.384615385,0.037037037,5,3,7,5346000,5,69488210,11,0.095238095,0,0,0,0,0.169230769,6956245.991,1.547619048,0.4,0.294117647,0.352941176,-0.080187337,1,0.962962963,0.261538462,0.476923077,63.08,1.01434E+14
2441,114886490,63,1823595,22770000,33,21,16,0.396825397,0.142857143,0.238095238,0.222222222,,,5470785.238,3,기타,부평점,-0.14,31,0.027503582,3,0.38,0.587301587,0,,3등급고객,0.333333333,79.38392008,,,9,4,2,가전,식품,토,fall,5,,0.35,0.634920635,0.047619048,1,2,8,5000000,2,72689390,2,0,4,0,0,0,0.015873016,3853758.567,1.909090909,0.147058824,0.133333333,0.733333333,-0.485358794,0.636363636,1.333333333,0.571428571,-0.142857143,88.89,3.11691E+13
2442,165065120,227,727159,14736000,82,31,11,0.0969163,0.559471366,0.171806167,0.171806167,,,5324681.29,7.322580645,농산물,관악점,2.09,54,0.409434713,5,0.12,0.643171806,0,2,1등급고객,0.396475771,114.0561984,,,16,2,2,화장품,식품,토,summer,8,5,0.46,0.325991189,0.032258065,1,10,25,4250000,4,140265800,3,0.013215859,1,6574400,0,0,0.022026432,1969225.311,2.768292683,0.171597633,0.129032258,0.548387097,-0.485358794,1,3.419354839,0.198237885,0.603524229,77.97,2.67921E+13
2443,31473340,33,953738,9870000,21,10,31,0.757575758,0.03030303,0.090909091,0.121212121,440000,1,3147334,3.3,기타,분당점,-0.24,47,0.034835515,2,0.24,0.636363636,0.03030303,,이탈위험고객,0.939393939,21.74735347,유아복,,4,2,2,화장품,식품,수,spring,5,,0.64,0.393939394,0.1,0,0,14,,0,28402040,0,0,1,0,0,0,0.060606061,2301740.344,1.571428571,0.1,0,0.666666667,0.60860414,0.545454545,2.7,0.818181818,-0.636363636,93.94,1.0584E+13
2444,28874400,16,1804650,8505400,10,4,57,0.1875,0.75,0,0.0625,1176000,2,7218600,4,섬유잡화,영등포점,0.05,,0,,0.5,0.25,0.125,,수면고객,1,19.95154575,우/양산(특정),2,,1,2,남성의류,의류,수,summer,7,,0.25,0.5625,0.25,0,1,9,11897000,5,16846000,11,0,1,0,0,0,0.1875,2524467.999,1.6,1,0,0.1,2.249548541,0,0,0.1875,0.625,93.75,2.1685E+13
2445,165000,1,165000,165000,1,1,0,1,0,0,0,,,165000,1,육류,부평점,-0.02,,1,4,0,1,0,,신규고객,0,0.114011202,,,,1,1,식품,식품,토,spring,3,,0,1,1,0,0,1,,0,,296,0,0,0,0,0,1,,1,0,0,0,-0.485358794,0,0,1,-1,0,0
2446,106804000,9,11867111,41124000,4,3,83,0.555555556,0,0.333333333,0.111111111,,,35601333.33,3,디자이너,분당점,-0.09,,0,,1,0.666666667,0,,수면고객,0.111111111,73.79910553,,,2,1,5,명품,명품,토,spring,3,,0,0.888888889,0.333333333,0,6,5,101994000,6,105184000,86,0,0,0,0,0,0.111111111,15506928.7,2.25,1,0,1,-0.485358794,0,2,0.666666667,-0.333333333,88.89,5.60182E+13
2447,1062600,1,1062600,1062600,1,1,0,0,0,0,1,,,1062600,1,피혁잡화,본  점,0.04,,0,,0,0,0,,신규고객,0,0.734232141,,,,1,2,여성의류,여성의류,일,fall,12,,0,1,1,0,1,1,,0,,8,0,0,0,0,0,1,,1,1,0,1,-0.485358794,0,1,0,1,0,0
2448,6975000,2,3487500,8500000,1,2,2,0,1,0,0,1525000,1,3487500,1,시티웨어,부산본점,-0.01,,0,,1,1,0.5,,신규고객,0.5,4.819564446,시니어,,,1,3,의류,의류,토,summer,6,,0.5,0.5,0.5,0,0,1,,0,6975000,201,0,0,0,0,0,0,7088745.481,2,1,0,0,4.984455876,0,0,1,-1,50,2.51252E+13
2449,25949400,13,1996108,14572800,9,4,42,0.230769231,0.538461538,0.230769231,0,,,6487350,3.25,명품,본  점,0.03,,0.022135387,3,0.15,0.461538462,0,,수면고객,0.384615385,17.93043808,,,,1,2,명품,명품,토,summer,7,,0.23,0.384615385,0.25,0,6,5,22651200,2,24494900,75,0,0,0,0,0,0.461538462,4354371.958,1.444444444,0.333333333,0,0.2,-0.485358794,0.090909091,0.75,0.384615385,0.230769231,92.31,4.38487E+13
2450,71607250,66,1084958,11508000,31,29,11,0.196969697,0.242424242,0.318181818,0.242424242,5866000,1,2469215.517,2.275862069,기타,잠실점,0.25,36,0.061277315,4,0.24,0.560606061,0.015151515,,2등급고객,0.787878788,49.47896146,디자이너캐릭터,,8,2,2,명품,식품,화,fall,11,3,0.33,0.151515152,0.034482759,0,13,7,5600000,3,55179550,22,0,0,0,0,0,0.196969697,2454408.84,2.129032258,0.25,0.066666667,0.733333333,-0.108130196,1,0.689655172,0.439393939,0.121212121,92.42,1.43006E+13
2451,60560840,106,571329,6300000,34,27,12,0.330188679,0.160377358,0.29245283,0.216981132,1334000,2,2242994.074,3.925925926,농산물,분당점,0.74,52,0.162016247,4,0.08,0.679245283,0.018867925,,1등급고객,0.490566038,41.84614642,시티웨어,,5,1,2,화장품,식품,일,fall,12,2,0.51,0.29245283,0.037037037,1,2,10,11106000,9,45015840,6,0,0,295560,0,0,0.028301887,1286040.66,3.117647059,0.202531646,0,0.25,-0.080187337,1,1.666666667,0.443396226,0.113207547,99.06,6.77064E+12
2452,666983400,534,1249033,63120000,176,161,2,0.277153558,0.320224719,0.15917603,0.243445693,143032600,49,4142754.037,3.316770186,가공식품,본  점,-1.05,22,0.013678286,1,0.26,0.428838951,0.0917603,4,vip고객,0.642322097,460.8701764,일반핸드백,2,42,2,2,가전,식품,토,fall,8,43,0.55,0.082397004,0.00621118,12,58,16,,0,91606200,1,0.035051546,4,18000,0,0,0.007490637,5930426.365,3.034090909,0.34025974,0.203389831,0.618644068,2.164613531,1,1.204968944,0.511235955,-0.02247191,93.82,1.20845E+14
2453,7591820,5,1518364,4975000,5,2,55,0,0,0.4,0.6,,,3795910,2.5,캐주얼,영등포점,0.15,,0.04447155,4,0.4,0.4,0,,수면고객,1,5.245772868,,,,1,2,의류,식품,월,fall,12,,0.2,0.6,0.5,0,1,3,,0,337620,7,0,0,0,0,0,0.2,1995652.796,1,0.6,0,1,-0.485358794,0,1.5,0,1,80,1.19598E+13
2454,182583200,59,3094631,32448000,21,25,12,0.220338983,0.254237288,0.389830508,0.13559322,,,7303328,2.36,기타,분당점,0,48,0.002276551,1,0.58,0.525423729,0,,2등급고객,0.796610169,126.1607884,,3,8,1,3,가전,기타,수,fall,6,3,0.2,0.220338983,0.04,0,4,4,120675000,22,178177200,33,0,1,0,0,0,0.06779661,5371098.727,2.80952381,0.6,0,0.4,-0.485358794,0.636363636,1.2,0.610169492,-0.220338983,98.31,5.61323E+13
2455,1086000,2,543000,1056000,2,1,0,0,1,0,0,,,1086000,2,주류,본  점,-0.01,,1,5,0,0,0,,신규고객,0,0.750401002,,,,1,2,식품,식품,일,summer,6,,0.5,1,1,2,0,2,,0,,211,0,0,0,0,0,0,725491.5575,1,0,0,0,-0.485358794,0,0,1,-1,50,0
2456,20000,1,20000,20000,1,1,0,1,0,0,0,,,20000,1,수산품,영등포점,-0.01,,1,1,0,1,0,,신규고객,1,0.01381954,,,,1,1,식품,식품,화,spring,5,,1,1,1,0,0,1,,0,,237,0,0,0,0,0,1,,1,0,0,0,-0.485358794,0,0,1,-1,0,0
2457,102135110,438,233185,6960000,84,66,5,0.287671233,0.166666667,0.260273973,0.285388128,2100000,1,1547501.667,6.636363636,농산물,분당점,-0.3,29,0.262422883,2,0.08,0.684931507,0.002283105,,1등급고객,0.762557078,70.57301001,L/C골프의류,,12,1,1,화장품,식품,수,fall,3,10,0.65,0.232876712,0.015151515,5,1,15,2080000,2,84007610,0,0.011441648,1,3603870,0,0,0.006849315,858432.3651,5.214285714,0.018575851,0.222222222,0.481481481,-0.319606834,1,1.787878788,0.5,0,99.77,4.89046E+12
2458,6060780,38,159494,1840000,15,13,22,0.157894737,0.026315789,0.368421053,0.447368421,35000,1,466213.8462,2.923076923,가공식품,분당점,0.78,,0.138732968,1,0.03,0.552631579,0.026315789,,3등급고객,0.868421053,4.18785947,토탈데코,,,2,1,의류,식품,수,fall,12,2,0.68,0.315789474,0.076923077,1,2,8,,0,5170780,12,0,0,0,0,0,0.078947368,336874.7667,2.533333333,0.361111111,0,0.666666667,0.356151155,0.090909091,1.615384615,0.263157895,0.473684211,57.89,2.64409E+11
2459,421250,11,38295,120000,5,2,77,0.545454545,0,0.454545455,0,,,210625,5.5,가공식품,부산본점,-0.02,,0.871454006,1,0,0.636363636,0,,수면고객,0,0.291074053,,,,2,1,식품,식품,토,spring,4,,0.82,1,0.5,0,0,6,,0,301250,100,0,0,287100,0,0,0.090909091,42006.69265,2.2,0,0,0,-0.485358794,0,5.5,0.545454545,-0.090909091,45.45,6826890625
2460,23536200,42,560386,3576000,27,16,19,0.30952381,0.19047619,0.214285714,0.285714286,,,1471012.5,2.625,캐주얼,광주점,0.35,,0.058871016,4,0.19,0.285714286,0,,3등급고객,0.714285714,16.26297243,,,1,1,2,예체능,의류,토,fall,12,2,0.33,0.285714286,0.0625,2,4,8,,0,12801600,10,0.071428571,0,0,0,0,0.119047619,968374.4603,1.555555556,0.633333333,0.25,0.166666667,-0.485358794,0.909090909,0.625,0.404761905,0.19047619,97.62,2.39688E+12
2461,720000,2,360000,690000,1,1,0,0,0,0,1,,,720000,2,기타,청량리점,-0.08,,0,,0,0,0,,신규고객,1,0.497503427,,1,,1,1,남성의류,기타,금,fall,1,,0.5,1,1,0,0,2,,0,720000,346,0,0,0,0,0,1,466690.4756,2,0,0,0,-0.485358794,0,0,1,-1,50,0
2462,123293520,43,2867291,94800000,24,26,13,0.186046512,0.139534884,0.372093023,0.302325581,5675000,3,4742058.462,1.653846154,육류,광주점,0.4,,0.009746822,2,0.26,0.581395349,0.069767442,,2등급고객,0.744186047,85.19298429,국산A/V,,1,1,3,가전,식품,금,fall,11,,0.44,0.209302326,0.038461538,1,3,4,4422600,2,11696620,5,0,1,0,0,0,0.069767442,14476316.26,1.791666667,0.303030303,0.083333333,0.083333333,0.77690613,1,0.5,0.372093023,0.255813953,97.67,3.30393E+14
2463,59668680,18,3314927,28608000,14,6,26,0,0.111111111,0.055555556,0.833333333,17500000,1,9944780,3,농산물,강남점,0.61,,0.019510738,4,0.44,0.722222222,0.055555556,,수면고객,0.722222222,41.2296844,시티캐주얼,3,,2,3,의류,식품,목,fall,12,,0.44,0.555555556,0.166666667,0,0,9,29800000,2,43261680,11,0,0,0,0,0,0.055555556,9184423.752,1.285714286,0.272727273,0,0,1.337912763,0,0,0,1,88.89,3.83664E+14
2464,47688670,72,662343,11500000,25,31,10,0.263888889,0.333333333,0.291666667,0.111111111,210000,1,1538344.194,2.322580645,농산물,일산점,0.34,41,0.341742808,5,0.06,0.888888889,0.013888889,,2등급고객,0.666666667,32.95177325,건과,,4,2,2,화장품,식품,금,fall,11,,0.51,0.222222222,0.032258065,0,0,9,,0,45047270,11,0,0,1115520,0,0,0.027777778,1866503.859,2.88,0,0,1,-0.132467525,1,0.709677419,0.402777778,0.194444444,86.11,7.14915E+12
2465,80968400,48,1686842,9150000,29,19,17,0.166666667,0.416666667,0.25,0.166666667,7635000,3,4261494.737,2.526315789,셔츠,본  점,-0.13,74,0.002892486,1,0.31,0.1875,0.0625,,3등급고객,0.916666667,55.94730063,컴퓨터,4,2,2,2,명품,남성의류,목,summer,9,3,0.27,0.395833333,0.052631579,1,2,9,,0,11459400,21,0.088888889,0,0,0,0,0.083333333,2762796.393,1.655172414,0.526315789,0.263157895,0.157894737,0.666181137,0.545454545,0.578947368,0.541666667,-0.083333333,91.67,1.89141E+13
2466,236354830,67,3527684,27508000,40,31,10,0.358208955,0.28358209,0.164179104,0.194029851,15742600,3,7624349.355,2.161290323,디자이너,본  점,-0.46,52,0.005143495,4,0.52,0.447761194,0.044776119,2,2등급고객,0.835820896,163.315747,디자이너부틱,5,7,3,3,명품,명품,금,spring,6,,0.24,0.298507463,0.032258065,5,19,5,87281000,9,206953830,20,0.03125,0,0,0,0,0.104477612,6421569.056,1.675,0.571428571,0.2,0.32,0.573315013,1,0.967741935,0.686567164,-0.373134328,62.69,8.01682E+13
2467,1270695970,300,4235653,36600000,90,80,4,0.206666667,0.34,0.22,0.233333333,40122200,9,15883699.63,3.75,기타,본  점,1.09,9,0.012571174,5,0.69,0.36,0.03,6,vip고객,0.846666667,878.0216658,디자이너부틱,4,52,2,3,남성의류,의류,목,fall,7,2,0.13,0.166666667,0.0125,49,57,10,174664000,26,1031355310,0,0.154639175,20,305820,0,0,0.016666667,6410047.662,3.333333333,0.612903226,0.360248447,0.51552795,0.471858773,1,0.8625,0.463333333,0.073333333,99,2.22729E+14
